method,target_number,guesses
Noisy Midpoint,39,6
Noisy Midpoint,7,4
Noisy Midpoint,10,3
Noisy Midpoint,6,7
Noisy Midpoint,33,6
Noisy Midpoint,67,8
Noisy Midpoint,36,5
Noisy Midpoint,53,7
Noisy Midpoint,73,7
Noisy Midpoint,12,8
Noisy Midpoint,90,8
Noisy Midpoint,64,9
Noisy Midpoint,86,7
Noisy Midpoint,39,7
Noisy Midpoint,20,6
Noisy Midpoint,29,6
Noisy Midpoint,22,8
Noisy Midpoint,92,7
Noisy Midpoint,84,6
Noisy Midpoint,48,6
Noisy Midpoint,61,8
Noisy Midpoint,99,7
Noisy Midpoint,91,7
Noisy Midpoint,88,6
Noisy Midpoint,69,7
Noisy Midpoint,43,9
Noisy Midpoint,3,6
Noisy Midpoint,100,7
Noisy Midpoint,4,6
Noisy Midpoint,11,6
Noisy Midpoint,21,4
Noisy Midpoint,98,8
Noisy Midpoint,50,7
Noisy Midpoint,36,3
Noisy Midpoint,84,7
Noisy Midpoint,4,4
Noisy Midpoint,88,7
Noisy Midpoint,60,5
Noisy Midpoint,67,4
Noisy Midpoint,84,9
Noisy Midpoint,15,3
Noisy Midpoint,42,5
Noisy Midpoint,42,5
Noisy Midpoint,76,2
Noisy Midpoint,30,9
Noisy Midpoint,37,3
Noisy Midpoint,58,7
Noisy Midpoint,17,5
Noisy Midpoint,77,2
Noisy Midpoint,39,7
Noisy Midpoint,28,6
Noisy Midpoint,90,7
Noisy Midpoint,88,9
Noisy Midpoint,82,9
Noisy Midpoint,32,8
Noisy Midpoint,89,6
Noisy Midpoint,13,6
Noisy Midpoint,99,8
Noisy Midpoint,57,4
Noisy Midpoint,63,7
Noisy Midpoint,17,5
Noisy Midpoint,48,6
Noisy Midpoint,49,5
Noisy Midpoint,61,6
Noisy Midpoint,55,10
Noisy Midpoint,59,5
Noisy Midpoint,24,6
Noisy Midpoint,53,8
Noisy Midpoint,56,5
Noisy Midpoint,21,6
Noisy Midpoint,46,7
Noisy Midpoint,65,7
Noisy Midpoint,76,6
Noisy Midpoint,72,7
Noisy Midpoint,14,6
Noisy Midpoint,86,6
Noisy Midpoint,94,7
Noisy Midpoint,44,4
Noisy Midpoint,77,2
Noisy Midpoint,30,4
Noisy Midpoint,11,7
Noisy Midpoint,45,8
Noisy Midpoint,23,8
Noisy Midpoint,47,1
Noisy Midpoint,71,6
Noisy Midpoint,49,8
Noisy Midpoint,38,6
Noisy Midpoint,18,7
Noisy Midpoint,29,7
Noisy Midpoint,2,6
Noisy Midpoint,12,6
Noisy Midpoint,65,5
Noisy Midpoint,52,6
Noisy Midpoint,88,6
Noisy Midpoint,26,8
Noisy Midpoint,94,7
Noisy Midpoint,52,6
Noisy Midpoint,75,7
Noisy Midpoint,79,6
Noisy Midpoint,53,5
Noisy Midpoint,57,8
Noisy Midpoint,98,6
Noisy Midpoint,8,4
Noisy Midpoint,71,4
Noisy Midpoint,58,6
Noisy Midpoint,60,3
Noisy Midpoint,33,4
Noisy Midpoint,48,5
Noisy Midpoint,72,2
Noisy Midpoint,65,6
Noisy Midpoint,100,5
Noisy Midpoint,75,6
Noisy Midpoint,7,9
Noisy Midpoint,29,6
Noisy Midpoint,22,6
Noisy Midpoint,88,3
Noisy Midpoint,59,7
Noisy Midpoint,24,9
Noisy Midpoint,23,6
Noisy Midpoint,84,5
Noisy Midpoint,37,9
Noisy Midpoint,22,2
Noisy Midpoint,57,7
Noisy Midpoint,47,6
Noisy Midpoint,65,7
Noisy Midpoint,57,5
Noisy Midpoint,89,8
Noisy Midpoint,60,7
Noisy Midpoint,61,3
Noisy Midpoint,2,6
Noisy Midpoint,4,5
Noisy Midpoint,24,7
Noisy Midpoint,1,5
Noisy Midpoint,47,6
Noisy Midpoint,98,6
Noisy Midpoint,80,5
Noisy Midpoint,50,1
Noisy Midpoint,48,7
Noisy Midpoint,16,4
Noisy Midpoint,18,6
Noisy Midpoint,23,6
Noisy Midpoint,98,7
Noisy Midpoint,80,5
Noisy Midpoint,73,6
Noisy Midpoint,7,5
Noisy Midpoint,65,5
Noisy Midpoint,98,8
Noisy Midpoint,2,7
Noisy Midpoint,34,8
Noisy Midpoint,99,6
Noisy Midpoint,60,3
Noisy Midpoint,82,6
Noisy Midpoint,99,8
Noisy Midpoint,38,11
Noisy Midpoint,29,6
Noisy Midpoint,9,3
Noisy Midpoint,31,5
Noisy Midpoint,39,5
Noisy Midpoint,100,8
Noisy Midpoint,31,7
Noisy Midpoint,100,9
Noisy Midpoint,22,7
Noisy Midpoint,17,8
Noisy Midpoint,36,8
Noisy Midpoint,9,6
Noisy Midpoint,92,4
Noisy Midpoint,64,7
Noisy Midpoint,21,6
Noisy Midpoint,74,9
Noisy Midpoint,1,7
Noisy Midpoint,86,8
Noisy Midpoint,4,5
Noisy Midpoint,23,2
Noisy Midpoint,66,6
Noisy Midpoint,99,5
Noisy Midpoint,23,7
Noisy Midpoint,42,7
Noisy Midpoint,23,5
Noisy Midpoint,39,6
Noisy Midpoint,77,7
Noisy Midpoint,23,2
Noisy Midpoint,55,7
Noisy Midpoint,1,5
Noisy Midpoint,17,10
Noisy Midpoint,1,5
Noisy Midpoint,18,8
Noisy Midpoint,42,8
Noisy Midpoint,61,9
Noisy Midpoint,50,8
Noisy Midpoint,95,5
Noisy Midpoint,6,7
Noisy Midpoint,13,5
Noisy Midpoint,45,6
Noisy Midpoint,13,3
Noisy Midpoint,10,6
Noisy Midpoint,75,6
Noisy Midpoint,29,2
Noisy Midpoint,14,9
Noisy Midpoint,47,6
Noisy Midpoint,54,10
Noisy Midpoint,93,7
Noisy Midpoint,30,7
Noisy Midpoint,94,5
Noisy Midpoint,34,9
Noisy Midpoint,96,6
Noisy Midpoint,31,7
Noisy Midpoint,49,1
Noisy Midpoint,4,7
Noisy Midpoint,25,7
Noisy Midpoint,64,7
Noisy Midpoint,12,7
Noisy Midpoint,11,7
Noisy Midpoint,58,6
Noisy Midpoint,36,3
Noisy Midpoint,45,8
Noisy Midpoint,59,8
Noisy Midpoint,49,7
Noisy Midpoint,40,8
Noisy Midpoint,86,9
Noisy Midpoint,87,3
Noisy Midpoint,49,7
Noisy Midpoint,27,4
Noisy Midpoint,90,3
Noisy Midpoint,3,7
Noisy Midpoint,39,4
Noisy Midpoint,79,10
Noisy Midpoint,3,11
Noisy Midpoint,85,6
Noisy Midpoint,86,4
Noisy Midpoint,67,9
Noisy Midpoint,59,3
Noisy Midpoint,33,5
Noisy Midpoint,59,7
Noisy Midpoint,66,3
Noisy Midpoint,64,3
Noisy Midpoint,16,5
Noisy Midpoint,82,10
Noisy Midpoint,70,6
Noisy Midpoint,60,4
Noisy Midpoint,15,4
Noisy Midpoint,19,6
Noisy Midpoint,63,7
Noisy Midpoint,87,8
Noisy Midpoint,7,9
Noisy Midpoint,88,6
Noisy Midpoint,38,5
Noisy Midpoint,50,1
Noisy Midpoint,32,9
Noisy Midpoint,17,7
Noisy Midpoint,24,9
Noisy Midpoint,76,6
Noisy Midpoint,14,7
Noisy Midpoint,8,4
Noisy Midpoint,98,8
Noisy Midpoint,58,5
Noisy Midpoint,29,7
Noisy Midpoint,59,9
Noisy Midpoint,53,5
Noisy Midpoint,92,6
Noisy Midpoint,79,5
Noisy Midpoint,92,5
Noisy Midpoint,6,6
Noisy Midpoint,24,7
Noisy Midpoint,91,6
Noisy Midpoint,87,5
Noisy Midpoint,50,6
Noisy Midpoint,86,6
Noisy Midpoint,28,6
Noisy Midpoint,96,8
Noisy Midpoint,51,5
Noisy Midpoint,50,4
Noisy Midpoint,77,2
Noisy Midpoint,94,7
Noisy Midpoint,8,7
Noisy Midpoint,87,7
Noisy Midpoint,55,9
Noisy Midpoint,24,6
Noisy Midpoint,45,8
Noisy Midpoint,97,8
Noisy Midpoint,10,3
Noisy Midpoint,7,4
Noisy Midpoint,8,7
Noisy Midpoint,83,4
Noisy Midpoint,73,6
Noisy Midpoint,22,10
Noisy Midpoint,71,9
Noisy Midpoint,86,6
Noisy Midpoint,75,5
Noisy Midpoint,80,8
Noisy Midpoint,58,4
Noisy Midpoint,22,8
Noisy Midpoint,75,10
Noisy Midpoint,98,5
Noisy Midpoint,56,6
Noisy Midpoint,46,5
Noisy Midpoint,82,6
Noisy Midpoint,70,8
Noisy Midpoint,14,7
Noisy Midpoint,91,6
Noisy Midpoint,59,6
Noisy Midpoint,7,4
Noisy Midpoint,94,8
Noisy Midpoint,24,2
Noisy Midpoint,15,6
Noisy Midpoint,12,7
Noisy Midpoint,82,8
Noisy Midpoint,68,4
Noisy Midpoint,73,2
Noisy Midpoint,73,9
Noisy Midpoint,31,10
Noisy Midpoint,31,5
Noisy Midpoint,98,7
Noisy Midpoint,70,7
Noisy Midpoint,24,9
Noisy Midpoint,58,5
Noisy Midpoint,63,8
Noisy Midpoint,52,5
Noisy Midpoint,60,8
Noisy Midpoint,84,8
Noisy Midpoint,13,4
Noisy Midpoint,7,5
Noisy Midpoint,11,9
Noisy Midpoint,1,7
Noisy Midpoint,47,8
Noisy Midpoint,20,6
Noisy Midpoint,58,7
Noisy Midpoint,23,5
Noisy Midpoint,26,7
Noisy Midpoint,45,4
Noisy Midpoint,67,8
Noisy Midpoint,63,6
Noisy Midpoint,33,7
Noisy Midpoint,81,6
Noisy Midpoint,81,5
Noisy Midpoint,99,6
Noisy Midpoint,54,5
Step 25,59,7
Step 25,9,4
Step 25,36,7
Step 25,25,6
Step 25,35,5
Step 25,40,6
Step 25,33,6
Step 25,83,5
Step 25,47,7
Step 25,4,5
Step 25,99,7
Step 25,8,6
Step 25,76,7
Step 25,81,7
Step 25,99,7
Step 25,91,8
Step 25,99,7
Step 25,48,5
Step 25,1,5
Step 25,32,4
Step 25,29,5
Step 25,30,6
Step 25,56,7
Step 25,66,7
Step 25,95,5
Step 25,56,7
Step 25,88,8
Step 25,28,7
Step 25,99,7
Step 25,14,5
Step 25,85,8
Step 25,100,8
Step 25,60,8
Step 25,70,8
Step 25,65,4
Step 25,95,5
Step 25,28,7
Step 25,53,7
Step 25,12,6
Step 25,78,3
Step 25,87,7
Step 25,4,5
Step 25,87,7
Step 25,52,2
Step 25,61,6
Step 25,60,8
Step 25,21,6
Step 25,13,2
Step 25,73,8
Step 25,63,7
Step 25,98,6
Step 25,24,5
Step 25,89,4
Step 25,84,7
Step 25,49,7
Step 25,55,6
Step 25,88,8
Step 25,27,6
Step 25,64,8
Step 25,64,8
Step 25,8,6
Step 25,32,4
Step 25,94,8
Step 25,84,7
Step 25,3,4
Step 25,60,8
Step 25,40,6
Step 25,4,5
Step 25,51,7
Step 25,62,8
Step 25,84,7
Step 25,80,6
Step 25,11,5
Step 25,80,6
Step 25,60,8
Step 25,31,7
Step 25,2,6
Step 25,68,6
Step 25,79,7
Step 25,12,6
Step 25,14,5
Step 25,14,5
Step 25,25,6
Step 25,39,3
Step 25,61,6
Step 25,38,7
Step 25,13,2
Step 25,46,6
Step 25,20,5
Step 25,29,5
Step 25,76,7
Step 25,63,7
Step 25,49,7
Step 25,3,4
Step 25,57,8
Step 25,24,5
Step 25,60,8
Step 25,51,7
Step 25,10,6
Step 25,67,8
Step 25,22,4
Step 25,79,7
Step 25,4,5
Step 25,8,6
Step 25,47,7
Step 25,23,6
Step 25,62,8
Step 25,15,6
Step 25,77,8
Step 25,24,5
Step 25,63,7
Step 25,53,7
Step 25,50,6
Step 25,46,6
Step 25,30,6
Step 25,90,7
Step 25,44,7
Step 25,30,6
Step 25,36,7
Step 25,91,8
Step 25,19,3
Step 25,55,6
Step 25,87,7
Step 25,70,8
Step 25,21,6
Step 25,80,6
Step 25,39,3
Step 25,60,8
Step 25,21,6
Step 25,73,8
Step 25,80,6
Step 25,74,6
Step 25,50,6
Step 25,71,5
Step 25,83,5
Step 25,18,6
Step 25,61,6
Step 25,73,8
Step 25,65,4
Step 25,71,5
Step 25,1,5
Step 25,60,8
Step 25,72,7
Step 25,66,7
Step 25,18,6
Step 25,47,7
Step 25,8,6
Step 25,3,4
Step 25,89,4
Step 25,39,3
Step 25,24,5
Step 25,52,2
Step 25,1,5
Step 25,10,6
Step 25,95,5
Step 25,9,4
Step 25,52,2
Step 25,25,6
Step 25,83,5
Step 25,54,8
Step 25,63,7
Step 25,34,7
Step 25,76,7
Step 25,37,6
Step 25,64,8
Step 25,54,8
Step 25,24,5
Step 25,12,6
Step 25,74,6
Step 25,95,5
Step 25,15,6
Step 25,29,5
Step 25,30,6
Step 25,25,6
Step 25,45,4
Step 25,98,6
Step 25,48,5
Step 25,7,5
Step 25,26,1
Step 25,83,5
Step 25,6,3
Step 25,35,5
Step 25,6,3
Step 25,58,5
Step 25,57,8
Step 25,91,8
Step 25,75,8
Step 25,11,5
Step 25,97,8
Step 25,73,8
Step 25,95,5
Step 25,17,5
Step 25,43,6
Step 25,88,8
Step 25,86,6
Step 25,77,8
Step 25,40,6
Step 25,32,4
Step 25,82,8
Step 25,64,8
Step 25,32,4
Step 25,39,3
Step 25,18,6
Step 25,53,7
Step 25,87,7
Step 25,11,5
Step 25,10,6
Step 25,46,6
Step 25,38,7
Step 25,5,6
Step 25,87,7
Step 25,93,7
Step 25,89,4
Step 25,25,6
Step 25,14,5
Step 25,53,7
Step 25,95,5
Step 25,88,8
Step 25,35,5
Step 25,18,6
Step 25,78,3
Step 25,18,6
Step 25,3,4
Step 25,39,3
Step 25,35,5
Step 25,45,4
Step 25,22,4
Step 25,99,7
Step 25,4,5
Step 25,16,4
Step 25,3,4
Step 25,96,7
Step 25,77,8
Step 25,65,4
Step 25,54,8
Step 25,48,5
Step 25,82,8
Step 25,81,7
Step 25,54,8
Step 25,83,5
Step 25,72,7
Step 25,9,4
Step 25,15,6
Step 25,17,5
Step 25,6,3
Step 25,30,6
Step 25,95,5
Step 25,12,6
Step 25,98,6
Step 25,28,7
Step 25,35,5
Step 25,64,8
Step 25,93,7
Step 25,42,5
Step 25,8,6
Step 25,42,5
Step 25,99,7
Step 25,62,8
Step 25,68,6
Step 25,19,3
Step 25,54,8
Step 25,65,4
Step 25,86,6
Step 25,58,5
Step 25,78,3
Step 25,69,7
Step 25,46,6
Step 25,95,5
Step 25,88,8
Step 25,9,4
Step 25,11,5
Step 25,17,5
Step 25,12,6
Step 25,29,5
Step 25,43,6
Step 25,3,4
Step 25,72,7
Step 25,58,5
Step 25,48,5
Step 25,7,5
Step 25,61,6
Step 25,58,5
Step 25,63,7
Step 25,100,8
Step 25,20,5
Step 25,58,5
Step 25,91,8
Step 25,1,5
Step 25,48,5
Step 25,73,8
Step 25,26,1
Step 25,86,6
Step 25,21,6
Step 25,73,8
Step 25,51,7
Step 25,44,7
Step 25,3,4
Step 25,63,7
Step 25,52,2
Step 25,64,8
Step 25,13,2
Step 25,52,2
Step 25,24,5
Step 25,100,8
Step 25,84,7
Step 25,84,7
Step 25,37,6
Step 25,50,6
Step 25,39,3
Step 25,23,6
Step 25,95,5
Step 25,13,2
Step 25,57,8
Step 25,50,6
Step 25,58,5
Step 25,23,6
Step 25,68,6
Step 25,53,7
Step 25,72,7
Step 25,4,5
Step 25,88,8
Step 25,25,6
Step 25,10,6
Step 25,37,6
Step 25,89,4
Step 25,93,7
Step 25,65,4
Step 25,11,5
Step 25,58,5
Step 25,97,8
Step 25,33,6
Step 25,1,5
Step 25,96,7
Step 25,81,7
Step 25,83,5
Step 25,38,7
Step 25,34,7
Step 25,14,5
Step 25,63,7
Step 25,19,3
Step 25,27,6
Step 25,84,7
Step 25,10,6
Step 25,54,8
Step 25,98,6
Step 25,44,7
Step 25,60,8
Step 25,62,8
Step 25,75,8
Step 25,20,5
Step 25,20,5
Step 25,95,5
Step 25,55,6
Step 25,56,7
Step 25,44,7
Step 25,5,6
Step 25,39,3
Step 25,51,7
Step 25,56,7
Step 25,87,7
Step 25,49,7
Step 25,31,7
Step 25,38,7
Step 25,83,5
Step 25,11,5
Step 25,55,6
Step 25,84,7
Step 25,30,6
Step 25,32,4
Step 25,77,8
Step 25,93,7
Step 25,16,4
Step 25,85,8
Step 25,55,6
Step 25,45,4
Step 25,57,8
Step 25,33,6
Step 25,88,8
Step 25,86,6
Step 25,74,6
Step 25,48,5
Step 25,60,8
Step 25,61,6
Step 25,19,3
Step 25,50,6
Step 25,20,5
Step 25,75,8
Step 25,85,8
Step 25,10,6
Step 25,85,8
Step 25,56,7
Step 25,82,8
Step 25,25,6
Step 25,29,5
Step 25,27,6
Step 25,36,7
Step 25,2,6
Step 25,51,7
Step 25,33,6
Step 25,16,4
Step 25,7,5
Step 25,64,8
Step 25,7,5
Step 25,79,7
Step 25,79,7
Step 25,2,6
Step 25,81,7
Step 25,29,5
Step 25,54,8
Step 25,64,8
Step 25,52,2
Step 25,30,6
Step 25,77,8
Step 25,13,2
Step 25,77,8
Step 25,99,7
Step 25,60,8
Step 25,100,8
Step 25,86,6
Step 25,13,2
Step 25,30,6
Step 25,15,6
Step 25,100,8
Step 25,25,6
Step 25,26,1
Step 25,89,4
Step 25,50,6
Step 25,63,7
Step 25,3,4
Step 25,82,8
Step 25,11,5
Step 25,19,3
Step 25,90,7
Step 25,18,6
Step 25,54,8
Step 25,83,5
Step 25,89,4
Step 25,39,3
Step 25,38,7
Step 25,81,7
Step 25,60,8
Step 25,27,6
Step 25,65,4
Step 25,21,6
Step 25,96,7
Step 25,86,6
Step 25,100,8
Step 25,13,2
Step 25,17,5
Step 25,34,7
Step 25,47,7
Step 25,78,3
Step 25,81,7
Step 25,33,6
Step 25,43,6
Step 25,69,7
Step 25,64,8
Step 25,39,3
Step 25,62,8
Step 25,59,7
Step 25,37,6
Step 25,55,6
Step 25,4,5
Step 25,79,7
Step 25,55,6
Step 25,91,8
Step 25,2,6
Step 25,60,8
Step 25,27,6
Step 25,15,6
Step 25,45,4
Step 25,9,4
Step 25,46,6
Step 25,46,6
Step 25,29,5
Step 25,91,8
Step 25,51,7
Step 25,33,6
Step 25,97,8
Step 25,52,2
Step 25,35,5
Step 25,20,5
Step 25,59,7
Step 25,32,4
Step 25,15,6
Step 25,15,6
Step 25,20,5
Step 25,5,6
Step 25,87,7
Step 25,11,5
Step 25,58,5
Step 25,48,5
Step 25,49,7
Step 25,24,5
Step 25,51,7
Step 25,24,5
Step 25,8,6
Step 25,59,7
Step 25,42,5
Step 25,96,7
Step 25,15,6
Step 25,85,8
Step 25,32,4
Step 25,33,6
Step 25,16,4
Step 25,15,6
Step 25,45,4
Step 25,85,8
Step 25,87,7
Step 25,29,5
Step 25,71,5
Step 25,53,7
Step 25,71,5
Step 25,54,8
Step 25,86,6
Step 25,91,8
Step 25,7,5
Step 25,1,5
Step 25,25,6
Step 25,15,6
Step 25,55,6
Step 25,82,8
Step 25,45,4
Step 25,62,8
Step 25,83,5
Step 25,71,5
Step 25,38,7
Step 25,74,6
Step 25,70,8
Step 25,54,8
Step 25,92,6
Step 25,38,7
Step 25,25,6
Step 25,69,7
Step 25,96,7
Step 25,74,6
Step 25,6,3
Step 25,67,8
Step 25,76,7
Step 25,74,6
Step 25,53,7
Step 25,23,6
Step 25,66,7
Step 25,58,5
Step 25,1,5
Step 25,70,8
Step 25,3,4
Step 25,15,6
Step 25,71,5
Step 25,70,8
Step 25,60,8
Step 25,32,4
Step 25,54,8
Step 25,73,8
Step 25,27,6
Step 25,74,6
Step 25,64,8
Step 25,48,5
Step 25,67,8
Step 25,67,8
Step 25,38,7
Step 25,59,7
Step 25,37,6
Step 25,7,5
Step 25,48,5
Step 25,42,5
Step 25,66,7
Step 25,10,6
Step 25,58,5
Step 25,52,2
Step 25,65,4
Step 25,32,4
Step 25,53,7
Step 25,8,6
Step 25,58,5
Step 25,77,8
Step 25,3,4
Step 25,30,6
Step 25,97,8
Step 25,28,7
Step 25,44,7
Step 25,47,7
Step 25,94,8
Step 25,62,8
Step 25,83,5
Step 25,55,6
Step 25,25,6
Step 25,48,5
Step 25,26,1
Step 25,67,8
Step 25,58,5
Step 25,69,7
Step 25,10,6
Step 25,30,6
Step 25,45,4
Step 25,37,6
Step 25,29,5
Step 25,45,4
Step 25,46,6
Step 25,40,6
Step 25,32,4
Step 25,59,7
Step 25,1,5
Step 25,37,6
Step 25,60,8
Step 25,37,6
Step 25,16,4
Step 25,38,7
Step 25,87,7
Step 25,43,6
Step 25,57,8
Step 25,85,8
Step 25,54,8
Step 25,27,6
Step 25,39,3
Step 25,11,5
Step 25,41,7
Step 25,14,5
Step 25,33,6
Step 25,24,5
Step 25,99,7
Step 25,4,5
Step 25,41,7
Step 25,29,5
Step 25,14,5
Step 25,50,6
Step 25,48,5
Step 25,85,8
Step 25,10,6
Step 25,74,6
Step 25,95,5
Step 25,89,4
Step 25,76,7
Step 25,43,6
Step 25,26,1
Step 25,38,7
Step 25,73,8
Step 25,65,4
Step 25,11,5
Step 25,13,2
Step 25,30,6
Step 25,97,8
Step 25,78,3
Step 25,23,6
Step 25,61,6
Step 25,46,6
Step 25,75,8
Step 25,68,6
Step 25,88,8
Step 25,80,6
Step 25,13,2
Step 25,17,5
Step 25,10,6
Step 25,61,6
Step 25,37,6
Step 25,88,8
Step 25,85,8
Step 25,71,5
Step 25,69,7
Step 25,37,6
Step 25,60,8
Step 25,82,8
Step 25,58,5
Step 25,2,6
Step 25,94,8
Step 25,91,8
Step 25,97,8
Step 25,95,5
Step 25,71,5
Step 25,98,6
Step 25,41,7
Step 25,7,5
Step 25,9,4
Step 25,55,6
Step 25,76,7
Step 25,81,7
Step 25,12,6
Step 25,4,5
Step 25,34,7
Step 25,84,7
Step 25,12,6
Step 25,39,3
Step 25,89,4
Step 25,16,4
Step 25,17,5
Step 25,68,6
Step 25,25,6
Step 25,9,4
Step 25,92,6
Step 25,15,6
Step 25,18,6
Step 25,26,1
Step 25,14,5
Step 25,36,7
Step 25,3,4
Step 25,32,4
Step 25,89,4
Step 25,54,8
Step 25,92,6
Step 25,70,8
Step 25,44,7
Step 25,66,7
Step 25,87,7
Step 25,80,6
Step 25,11,5
Step 25,39,3
Step 25,64,8
Step 25,47,7
Step 25,43,6
Step 25,42,5
Step 25,75,8
Step 25,78,3
Step 25,24,5
Step 25,41,7
Step 25,69,7
Step 25,29,5
Step 25,9,4
Step 25,15,6
Step 25,16,4
Step 25,65,4
Step 25,36,7
Step 25,46,6
Step 25,80,6
Step 25,31,7
Step 25,64,8
Step 25,50,6
Step 25,96,7
Step 25,75,8
Step 25,90,7
Step 25,33,6
Step 25,57,8
Step 25,97,8
Step 25,66,7
Step 25,77,8
Step 25,96,7
Step 25,55,6
Step 25,95,5
Step 25,60,8
Step 25,91,8
Step 25,40,6
Step 25,93,7
Step 25,97,8
Step 25,53,7
Step 25,78,3
Step 25,24,5
Step 25,84,7
Step 25,64,8
Step 25,75,8
Step 25,97,8
Step 25,77,8
Step 25,37,6
Step 25,86,6
Step 25,53,7
Step 25,87,7
Step 25,19,3
Step 25,37,6
Step 25,55,6
Step 25,98,6
Step 25,46,6
Step 25,2,6
Step 25,14,5
Step 25,20,5
Step 25,71,5
Step 25,42,5
Step 25,8,6
Step 25,98,6
Step 25,40,6
Step 25,51,7
Step 25,2,6
Step 25,56,7
Step 25,6,3
Step 25,23,6
Step 25,43,6
Step 25,95,5
Step 25,6,3
Step 25,52,2
Step 25,71,5
Step 25,21,6
Step 25,69,7
Step 25,46,6
Step 25,23,6
Step 25,85,8
Step 25,10,6
Step 25,72,7
Step 25,91,8
Step 25,52,2
Step 25,43,6
Step 25,38,7
Step 25,89,4
Step 25,64,8
Step 25,54,8
Step 25,38,7
Step 25,14,5
Step 25,96,7
Step 25,82,8
Step 25,40,6
Step 25,39,3
Step 25,59,7
Step 25,20,5
Step 25,12,6
Step 25,1,5
Step 25,61,6
Step 25,22,4
Step 25,91,8
Step 25,80,6
Step 25,10,6
Step 25,46,6
Step 25,17,5
Step 25,36,7
Step 25,41,7
Step 25,54,8
Step 25,73,8
Step 25,39,3
Step 25,56,7
Step 25,41,7
Step 25,94,8
Step 25,24,5
Step 25,92,6
Step 25,97,8
Step 25,69,7
Step 25,33,6
Step 25,36,7
Step 25,12,6
Step 25,17,5
Step 25,26,1
Step 25,76,7
Step 25,9,4
Step 25,52,2
Step 25,1,5
Step 25,20,5
Step 25,87,7
Step 25,80,6
Step 25,45,4
Step 25,81,7
Step 25,62,8
Step 25,70,8
Step 25,49,7
Step 25,65,4
Step 25,93,7
Step 25,98,6
Step 25,24,5
Step 25,56,7
Step 25,31,7
Step 25,9,4
Step 25,61,6
Step 25,35,5
Step 25,81,7
Step 25,35,5
Step 25,72,7
Step 25,52,2
Step 25,22,4
Step 25,63,7
Step 25,95,5
Step 25,59,7
Step 25,12,6
Step 25,81,7
Step 25,94,8
Step 25,49,7
Step 25,10,6
Step 25,96,7
Step 25,98,6
Step 25,32,4
Step 25,68,6
Step 25,17,5
Step 25,31,7
Step 25,2,6
Step 25,40,6
Step 25,31,7
Step 25,73,8
Step 25,4,5
Step 25,88,8
Step 25,65,4
Step 25,56,7
Step 25,60,8
Step 25,21,6
Step 25,38,7
Step 25,71,5
Step 25,87,7
Step 25,10,6
Step 25,40,6
Step 25,92,6
Step 25,27,6
Step 25,60,8
Step 25,46,6
Step 25,31,7
Step 25,27,6
Step 25,25,6
Step 25,77,8
Step 25,82,8
Step 25,19,3
Step 25,93,7
Step 25,97,8
Step 25,98,6
Step 25,81,7
Step 25,92,6
Step 25,9,4
Step 25,65,4
Step 25,4,5
Step 25,73,8
Step 25,27,6
Step 25,71,5
Step 25,70,8
Step 25,91,8
Step 25,31,7
Step 25,30,6
Step 25,26,1
Step 25,75,8
Step 25,61,6
Step 25,14,5
Step 25,38,7
Step 25,36,7
Step 25,75,8
Step 25,43,6
Step 25,15,6
Step 25,50,6
Step 25,52,2
Step 25,88,8
Step 25,19,3
Step 25,7,5
Step 25,93,7
Step 25,23,6
Step 25,64,8
Step 25,6,3
Step 25,78,3
Step 25,27,6
Step 25,21,6
Step 25,66,7
Step 25,84,7
Step 25,74,6
Step 25,48,5
Step 25,72,7
Step 25,40,6
Step 25,3,4
Step 25,18,6
Step 25,95,5
Step 25,88,8
Step 25,99,7
Step 25,45,4
Step 25,72,7
Step 25,44,7
Step 25,81,7
Step 25,6,3
Step 25,23,6
Step 25,67,8
Step 25,94,8
Step 25,39,3
Step 25,71,5
Step 25,34,7
Step 25,74,6
Step 25,78,3
Step 25,58,5
Step 25,100,8
Step 25,10,6
Step 25,69,7
Step 25,85,8
Step 25,51,7
Step 25,69,7
Step 25,1,5
Step 25,4,5
Step 25,29,5
Step 25,10,6
Step 25,54,8
Step 25,31,7
Step 25,60,8
Step 25,51,7
Step 25,49,7
Step 25,51,7
Step 25,19,3
Step 25,44,7
Step 25,79,7
Step 25,89,4
Step 25,45,4
Step 25,78,3
Step 25,15,6
Step 25,10,6
Step 25,68,6
Step 25,27,6
Step 25,74,6
Step 25,17,5
Step 25,92,6
Step 25,43,6
Step 25,44,7
Step 25,59,7
Step 25,49,7
Step 25,33,6
Step 25,40,6
Step 25,8,6
Step 25,27,6
Step 25,61,6
Step 25,14,5
Step 25,51,7
Step 25,62,8
Step 25,89,4
Step 25,77,8
Step 25,77,8
Step 25,1,5
Step 25,34,7
Step 25,65,4
Step 25,87,7
Step 25,32,4
